,Tweet,cleanedTweets
452,"Had a phone conversation with @BorisJohnson. Grateful to the British Prime Minister for his position, new decisions to enhance the combat capabilities of the Ukrainian army. Agreed on further joint steps to counter the aggressor.","Had a phone conversation with . Grateful to the British Prime Minister for his position, new decisions to enhance the combat capabilities of the Ukrainian army. Agreed on further joint steps to counter the aggressor."
453,"In a phone conversation, I thanked @AndrzejDuda for his personal leadership in granting Ukraine membership in the #EU. The concrete daily assistance of Poland to our country is also invaluable. The 🇺🇦 🇵🇱  relationship is a common history and, I am sure, a common European future.","In a phone conversation, I thanked  for his personal leadership in granting Ukraine membership in the EU. The concrete daily assistance of Poland to our country is also invaluable. The 🇺🇦 🇵🇱  relationship is a common history and, I am sure, a common European future."
454,Informed President of Georgia @Zourabichvili_S and Prime Minister of the Czech Republic @P_Fiala about the current situation. Concrete assistance was discussed. Grateful to our friends 🇬🇪 and 🇨🇿 for their support.,Informed President of Georgia  and Prime Minister of the Czech Republic  about the current situation. Concrete assistance was discussed. Grateful to our friends 🇬🇪 and 🇨🇿 for their support.
455,Thanked Pope Francis @Pontifex for praying for peace in Ukraine and a ceasefire. The Ukrainian people feel the spiritual support of His Holiness.,Thanked Pope Francis  for praying for peace in Ukraine and a ceasefire. The Ukrainian people feel the spiritual support of His Holiness.
456,"Germany has just announced the provision of anti-tank grenade launchers and stinger missiles to Ukraine. Keep it up, Chancellor @OlafScholz! Anti-war coalition in action!","Germany has just announced the provision of anti-tank grenade launchers and stinger missiles to Ukraine. Keep it up, Chancellor ! Anti-war coalition in action!"
457,"According to the results of my conversation with @azpresident, all @SOCARofficial gas stations in Ukraine have been instructed to provide fuel for ambulances and SES free of charge. At night we are waiting for a plane with medications from Azerbaijan.","According to the results of my conversation with , all  gas stations in Ukraine have been instructed to provide fuel for ambulances and SES free of charge. At night we are waiting for a plane with medications from Azerbaijan."
458,"To deprive the aggressor country of the right to vote in the UN Security Council, to qualify 🇷🇺 actions &amp; statements as genocide of 🇺🇦 people, to help with the delivery of corpses of 🇷🇺 soldiers. Talked about it in a conversation with the #UN Secretary General @antonioguterres.","To deprive the aggressor country of the right to vote in the UN Security Council, to qualify 🇷🇺 actions &amp; statements as genocide of 🇺🇦 people, to help with the delivery of corpses of 🇷🇺 soldiers. Talked about it in a conversation with the UN Secretary General ."
459,"The largest demonstration in the modern history of Estonia took place in support of Ukraine. I am grateful to the Estonian people and @AlarKaris for their solidarity in these difficult times. Mr. President, our vyshyvanka suits you. https://t.co/giMvr5d6HW","The largest demonstration in the modern history of Estonia took place in support of Ukraine. I am grateful to the Estonian people and  for their solidarity in these difficult times. Mr. President, our vyshyvanka suits you. "
460,Talked to Prime Minister of 🇳🇱. Thanked @MinPres for the decisions made in support of Ukraine in the defense and security sphere. The anti-war coalition is working!,Talked to Prime Minister of 🇳🇱. Thanked  for the decisions made in support of Ukraine in the defense and security sphere. The anti-war coalition is working!
461,I continue negotiations with international partners. Had a conversation with 🇦🇿 President @presidentaz. We appreciate the humanitarian aid and medicines provided. Thank you for your support to 🇺🇦,I continue negotiations with international partners. Had a conversation with 🇦🇿 President . We appreciate the humanitarian aid and medicines provided. Thank you for your support to 🇺🇦
462,I thank my friend Mr. President of 🇹🇷 @RTErdogan and the people of 🇹🇷 for their strong support. The ban on the passage of 🇷🇺 warships to the Black Sea and significant military and humanitarian support for 🇺🇦 are extremely important today. The people of 🇺🇦 will never forget that!,I thank my friend Mr. President of 🇹🇷  and the people of 🇹🇷 for their strong support. The ban on the passage of 🇷🇺 warships to the Black Sea and significant military and humanitarian support for 🇺🇦 are extremely important today. The people of 🇺🇦 will never forget that!
463,"Spoke with 🇮🇳 Prime Minister @narendramodi. Informed of the course of 🇺🇦 repulsing 🇷🇺 aggression. More than 100,000 invaders are on our land. They insidiously fire on residential buildings. Urged 🇮🇳 to give us political support in🇺🇳 Security Council. Stop the aggressor together!","Spoke with 🇮🇳 Prime Minister . Informed of the course of 🇺🇦 repulsing 🇷🇺 aggression. More than 100,000 invaders are on our land. They insidiously fire on residential buildings. Urged 🇮🇳 to give us political support in🇺🇳 Security Council. Stop the aggressor together!"
464,I'm getting support calls. Spoke with President of Switzerland @ignaziocassis and Prime Minister of Greece @kmitsotakis. Thank you for the decisions on concrete assistance to 🇺🇦!,I'm getting support calls. Spoke with President of Switzerland  and Prime Minister of Greece . Thank you for the decisions on concrete assistance to 🇺🇦!
465,"This is the beginning of a new page in the history of our states 🇺🇦 🇮🇹.  #MarioDraghi in a phone conversation supported Russia's disconnection from SWIFT, the provision of defense assistance.  Ukraine must become part of the #EU.","This is the beginning of a new page in the history of our states 🇺🇦 🇮🇹.  MarioDraghi in a phone conversation supported Russia's disconnection from SWIFT, the provision of defense assistance.  Ukraine must become part of the EU."
466,"Ukraine is fighting the invader with weapons in hands, defending its freedom and European future. Discussed with @vonderleyen effective assistance to our country from 🇪🇺 in this heroic struggle. I believe that the #EU also chooses Ukraine.","Ukraine is fighting the invader with weapons in hands, defending its freedom and European future. Discussed with  effective assistance to our country from 🇪🇺 in this heroic struggle. I believe that the EU also chooses Ukraine."
